locationid,zone,aisle,bay
175029,B,15,18
175030,B,15,19
175013,B,15,2
175031,B,15,20
175032,B,15,21
175033,B,15,22
175034,B,15,23
175035,B,15,24
175036,B,15,25
175037,B,15,26
175038,B,15,27
175039,B,15,28
175040,B,15,29
175014,B,15,3
175041,B,15,30
175042,B,15,31
175043,B,15,32
175044,B,15,33
175045,B,15,34
175046,B,15,35
175047,B,15,36
175048,B,15,37
175049,B,15,38
175050,B,15,39
175015,B,15,4
175051,B,15,40
175052,B,15,41
175053,B,15,42
175054,B,15,43
175055,B,15,44
175056,B,15,45
175057,B,15,46
175058,B,15,47
175059,B,15,48
175060,B,15,49
175016,B,15,5
175061,B,15,50
175062,B,15,51
175063,B,15,52
175064,B,15,53
175065,B,15,54
175066,B,15,55
175067,B,15,56
175068,B,15,57
175069,B,15,58
175070,B,15,59
175017,B,15,6
175071,B,15,60
175018,B,15,7
175019,B,15,8
175020,B,15,9
175072,B,16,1
175081,B,16,10
175082,B,16,11
175083,B,16,12
175084,B,16,13
175085,B,16,14
175086,B,16,15
175087,B,16,16
175088,B,16,17
175089,B,16,18
175090,B,16,19
175073,B,16,2
175091,B,16,20
175092,B,16,21
175093,B,16,22
175094,B,16,23
175095,B,16,24
175096,B,16,25
175097,B,16,26
175098,B,16,27
175099,B,16,28
175100,B,16,29
175074,B,16,3
175101,B,16,30
175102,B,16,31
175103,B,16,32
175104,B,16,33
175105,B,16,34
175106,B,16,35
175107,B,16,36
175108,B,16,37
175109,B,16,38
175110,B,16,39
175075,B,16,4
175111,B,16,40
175112,B,16,41
175113,B,16,42
175114,B,16,43
175115,B,16,44
175116,B,16,45
175117,B,16,46
175118,B,16,47
175119,B,16,48
175120,B,16,49
175076,B,16,5
175121,B,16,50
175122,B,16,51
175123,B,16,52
175124,B,16,53
175125,B,16,54
175126,B,16,55
175127,B,16,56
175128,B,16,57
175129,B,16,58
175130,B,16,59
175077,B,16,6
175131,B,16,60
175078,B,16,7
175079,B,16,8
175080,B,16,9
180433,B,17,1
180442,B,17,10
180443,B,17,11
180444,B,17,12
180445,B,17,13
180446,B,17,14
180447,B,17,15
180448,B,17,16
180449,B,17,17
180450,B,17,18
180451,B,17,19
180434,B,17,2
180452,B,17,20
180453,B,17,21
180454,B,17,22
180455,B,17,23
180456,B,17,24
180457,B,17,25
180458,B,17,26
180459,B,17,27
180460,B,17,28
180461,B,17,29
180435,B,17,3
180462,B,17,30
180463,B,17,31
180464,B,17,32
180465,B,17,33
180466,B,17,34
180467,B,17,35
180468,B,17,36
180469,B,17,37
180470,B,17,38
180471,B,17,39
180436,B,17,4
180472,B,17,40
180473,B,17,41
180474,B,17,42
180475,B,17,43
180476,B,17,44
180477,B,17,45
180478,B,17,46
180479,B,17,47
180480,B,17,48
180481,B,17,49
180437,B,17,5
180482,B,17,50
180483,B,17,51
180484,B,17,52
180485,B,17,53
180486,B,17,54
180487,B,17,55
180488,B,17,56
180489,B,17,57
180490,B,17,58
180491,B,17,59
180438,B,17,6
180492,B,17,60
180439,B,17,7
180440,B,17,8
180441,B,17,9
180493,B,18,1
180502,B,18,10
180503,B,18,11
180504,B,18,12
180505,B,18,13
180506,B,18,14
180507,B,18,15
180508,B,18,16
180509,B,18,17
180510,B,18,18
180511,B,18,19
180494,B,18,2
180512,B,18,20
180513,B,18,21
180514,B,18,22
180515,B,18,23
180516,B,18,24
180517,B,18,25
180518,B,18,26
180519,B,18,27
180520,B,18,28
180521,B,18,29
180495,B,18,3
180522,B,18,30
180523,B,18,31
180524,B,18,32
180525,B,18,33
180526,B,18,34
180527,B,18,35
180528,B,18,36
180529,B,18,37
180530,B,18,38
180531,B,18,39
180496,B,18,4
180532,B,18,40
180533,B,18,41
180534,B,18,42
180535,B,18,43
180536,B,18,44
180537,B,18,45
180538,B,18,46
180539,B,18,47
180540,B,18,48
180541,B,18,49
180497,B,18,5
180542,B,18,50
180543,B,18,51
180544,B,18,52
180545,B,18,53
180546,B,18,54
180547,B,18,55
180548,B,18,56
180549,B,18,57
180550,B,18,58
180551,B,18,59
180498,B,18,6
180552,B,18,60
180499,B,18,7
180500,B,18,8
180501,B,18,9
180553,B,19,1
180562,B,19,10
180563,B,19,11
180564,B,19,12
180565,B,19,13
180566,B,19,14
180567,B,19,15
180568,B,19,16
180569,B,19,17
180570,B,19,18
180571,B,19,19
180554,B,19,2
180572,B,19,20
180573,B,19,21
180574,B,19,22
180575,B,19,23
180576,B,19,24
180577,B,19,25
180578,B,19,26
180579,B,19,27
180580,B,19,28
180581,B,19,29
180555,B,19,3
180582,B,19,30
180583,B,19,31
180584,B,19,32
180585,B,19,33
180586,B,19,34
180587,B,19,35
180588,B,19,36
180589,B,19,37
180590,B,19,38
180591,B,19,39
180556,B,19,4
180592,B,19,40
180593,B,19,41
180594,B,19,42
180595,B,19,43
180596,B,19,44
180597,B,19,45
180598,B,19,46
180599,B,19,47
180600,B,19,48
180601,B,19,49
180557,B,19,5
180602,B,19,50
180603,B,19,51
180604,B,19,52
180605,B,19,53
180606,B,19,54
180607,B,19,55
180608,B,19,56
180609,B,19,57
180610,B,19,58
180611,B,19,59
180558,B,19,6
180612,B,19,60
180559,B,19,7
180560,B,19,8
180561,B,19,9
179174,B,2,1
179183,B,2,10
179184,B,2,11
179185,B,2,12
179186,B,2,13
179187,B,2,14
179188,B,2,15
179189,B,2,16
179190,B,2,17
179191,B,2,18
179192,B,2,19
179175,B,2,2
179193,B,2,20
179194,B,2,21
179195,B,2,22
179196,B,2,23
179197,B,2,24
179198,B,2,25
179199,B,2,26
179200,B,2,27
179201,B,2,28
179202,B,2,29
179176,B,2,3
179203,B,2,30
179204,B,2,31
179205,B,2,32
179206,B,2,33
179207,B,2,34
179208,B,2,35
179209,B,2,36
179210,B,2,37
179211,B,2,38
179212,B,2,39
179177,B,2,4
179213,B,2,40
179214,B,2,41
179215,B,2,42
179216,B,2,43
179217,B,2,44
179218,B,2,45
179219,B,2,46
179220,B,2,47
179221,B,2,48
179222,B,2,49
179178,B,2,5
179223,B,2,50
179224,B,2,51
179225,B,2,52
179226,B,2,53
179227,B,2,54
179228,B,2,55
179229,B,2,56
179230,B,2,57
179231,B,2,58
179232,B,2,59
179179,B,2,6
179233,B,2,60
179180,B,2,7
179181,B,2,8
179182,B,2,9
180613,B,20,1
180622,B,20,10
180623,B,20,11
180624,B,20,12
180625,B,20,13
180626,B,20,14
180627,B,20,15
180628,B,20,16
180629,B,20,17
180630,B,20,18
180631,B,20,19
180614,B,20,2
180632,B,20,20
180633,B,20,21
180634,B,20,22
180635,B,20,23
180636,B,20,24
180637,B,20,25
180638,B,20,26
180639,B,20,27
180640,B,20,28
180641,B,20,29
180615,B,20,3
180642,B,20,30
180643,B,20,31
180644,B,20,32
180645,B,20,33
180646,B,20,34
180647,B,20,35
180648,B,20,36
180649,B,20,37
180650,B,20,38
180651,B,20,39
180616,B,20,4
180652,B,20,40
180653,B,20,41
180654,B,20,42
180655,B,20,43
180656,B,20,44
180657,B,20,45
180658,B,20,46
180659,B,20,47
180660,B,20,48
180661,B,20,49
180617,B,20,5
180662,B,20,50
180663,B,20,51
180664,B,20,52
180665,B,20,53
180666,B,20,54
180667,B,20,55
180668,B,20,56
180669,B,20,57
180670,B,20,58
180671,B,20,59
180618,B,20,6
180672,B,20,60
180619,B,20,7
180620,B,20,8
180621,B,20,9
179234,B,3,1
179243,B,3,10
179244,B,3,11
179245,B,3,12
179246,B,3,13
179247,B,3,14
179248,B,3,15
179249,B,3,16
179250,B,3,17
179251,B,3,18
179252,B,3,19
179235,B,3,2
179253,B,3,20
179254,B,3,21
179255,B,3,22
179256,B,3,23
179257,B,3,24
179258,B,3,25
179259,B,3,26
179260,B,3,27
179261,B,3,28
179262,B,3,29
179236,B,3,3
179263,B,3,30
179264,B,3,31
179265,B,3,32
179266,B,3,33
179267,B,3,34
179268,B,3,35
179269,B,3,36
179270,B,3,37
179271,B,3,38
179272,B,3,39
179237,B,3,4
179273,B,3,40
179274,B,3,41
179275,B,3,42
179276,B,3,43
179277,B,3,44
179278,B,3,45
179279,B,3,46
179280,B,3,47
179281,B,3,48
179282,B,3,49
179238,B,3,5
179283,B,3,50
179284,B,3,51
179285,B,3,52
179286,B,3,53
179287,B,3,54
179288,B,3,55
179289,B,3,56
179290,B,3,57
179291,B,3,58
179292,B,3,59
179239,B,3,6
179293,B,3,60
179240,B,3,7
179241,B,3,8
179242,B,3,9
179294,B,4,1
179303,B,4,10
179304,B,4,11
179305,B,4,12
179306,B,4,13
179307,B,4,14
179308,B,4,15
179309,B,4,16
179310,B,4,17
179311,B,4,18
179312,B,4,19
179295,B,4,2
179313,B,4,20
179314,B,4,21
179315,B,4,22
179316,B,4,23
179317,B,4,24
179318,B,4,25
179319,B,4,26
179320,B,4,27
179321,B,4,28
179322,B,4,29
179296,B,4,3
179323,B,4,30
179324,B,4,31
179325,B,4,32
179326,B,4,33
179327,B,4,34
179328,B,4,35
179329,B,4,36
179330,B,4,37
179331,B,4,38
179332,B,4,39
179297,B,4,4
179333,B,4,40
179334,B,4,41
179335,B,4,42
179336,B,4,43
179337,B,4,44
179338,B,4,45
179339,B,4,46
179340,B,4,47
179341,B,4,48
179342,B,4,49
179298,B,4,5
179343,B,4,50
179344,B,4,51
179345,B,4,52
179346,B,4,53
179347,B,4,54
179348,B,4,55
179349,B,4,56
179350,B,4,57
179351,B,4,58
179352,B,4,59
179299,B,4,6
179353,B,4,60
179300,B,4,7
179301,B,4,8
179302,B,4,9
179354,B,5,1
179363,B,5,10
179364,B,5,11
179365,B,5,12
179366,B,5,13
179367,B,5,14
179368,B,5,15
179369,B,5,16
179370,B,5,17
179371,B,5,18
179372,B,5,19
179355,B,5,2
179373,B,5,20
179374,B,5,21
179375,B,5,22
179376,B,5,23
179377,B,5,24
179378,B,5,25
179379,B,5,26
179380,B,5,27
179381,B,5,28
179382,B,5,29
179356,B,5,3
179383,B,5,30
179384,B,5,31
179385,B,5,32
179386,B,5,33
179387,B,5,34
179388,B,5,35
179389,B,5,36
179390,B,5,37
179391,B,5,38
179392,B,5,39
179357,B,5,4
179393,B,5,40
179394,B,5,41
179395,B,5,42
179396,B,5,43
179397,B,5,44
179398,B,5,45
179399,B,5,46
179400,B,5,47
179401,B,5,48
179402,B,5,49
179358,B,5,5
179403,B,5,50
179404,B,5,51
179405,B,5,52
179406,B,5,53
179407,B,5,54
179408,B,5,55
179409,B,5,56
179410,B,5,57
179411,B,5,58
179412,B,5,59
179359,B,5,6
179413,B,5,60
179360,B,5,7
179361,B,5,8
179362,B,5,9
179414,B,6,1
179423,B,6,10
179424,B,6,11
179425,B,6,12
179426,B,6,13
179427,B,6,14
179428,B,6,15
179429,B,6,16
179430,B,6,17
179431,B,6,18
179432,B,6,19
179415,B,6,2
179433,B,6,20
179434,B,6,21
179435,B,6,22
179436,B,6,23
179437,B,6,24
179438,B,6,25
179439,B,6,26
179440,B,6,27
179441,B,6,28
179442,B,6,29
179416,B,6,3
179443,B,6,30
179444,B,6,31
179445,B,6,32
179446,B,6,33
179447,B,6,34
179448,B,6,35
179449,B,6,36
179450,B,6,37
179451,B,6,38
179452,B,6,39
179417,B,6,4
179453,B,6,40
179454,B,6,41
179455,B,6,42
179456,B,6,43
179457,B,6,44
179458,B,6,45
179459,B,6,46
179460,B,6,47
179461,B,6,48
179462,B,6,49
179418,B,6,5
179463,B,6,50
179464,B,6,51
179465,B,6,52
179466,B,6,53
179467,B,6,54
179468,B,6,55
179469,B,6,56
179470,B,6,57
179471,B,6,58
179472,B,6,59
179419,B,6,6
179473,B,6,60
179420,B,6,7
179421,B,6,8
179422,B,6,9
179474,B,7,1
179483,B,7,10
179484,B,7,11
179485,B,7,12
179486,B,7,13
179487,B,7,14
179488,B,7,15
179489,B,7,16
179490,B,7,17
179491,B,7,18
179492,B,7,19
179475,B,7,2
179493,B,7,20
179494,B,7,21
179495,B,7,22
179496,B,7,23
179497,B,7,24
179498,B,7,25
179499,B,7,26
179500,B,7,27
179501,B,7,28
179502,B,7,29
179476,B,7,3
179503,B,7,30
179504,B,7,31
179505,B,7,32
179506,B,7,33
179507,B,7,34
179508,B,7,35
179509,B,7,36
179510,B,7,37
179511,B,7,38
179512,B,7,39
179477,B,7,4
179513,B,7,40
179514,B,7,41
179515,B,7,42
179516,B,7,43
179517,B,7,44
179518,B,7,45
179519,B,7,46
179520,B,7,47
179521,B,7,48
179522,B,7,49
179478,B,7,5
179523,B,7,50
179524,B,7,51
179525,B,7,52
179526,B,7,53
179527,B,7,54
179528,B,7,55
179529,B,7,56
179530,B,7,57
179531,B,7,58
179532,B,7,59
179479,B,7,6
179533,B,7,60
179480,B,7,7
179481,B,7,8
179482,B,7,9
179940,B,8,1
179949,B,8,10
179950,B,8,11
179951,B,8,12
179952,B,8,13
179953,B,8,14
179954,B,8,15
179955,B,8,16
179956,B,8,17
179957,B,8,18
179958,B,8,19
179941,B,8,2
179959,B,8,20
179960,B,8,21
179961,B,8,22
179962,B,8,23
179963,B,8,24
179964,B,8,25
179965,B,8,26
179966,B,8,27
179967,B,8,28
179968,B,8,29
179942,B,8,3
179969,B,8,30
179970,B,8,31
179971,B,8,32
179972,B,8,33
179973,B,8,34
179974,B,8,35
179975,B,8,36
179976,B,8,37
179977,B,8,38
179978,B,8,39
179943,B,8,4
179979,B,8,40
179980,B,8,41
179981,B,8,42
179982,B,8,43
179983,B,8,44
179984,B,8,45
179985,B,8,46
179986,B,8,47
179987,B,8,48
179988,B,8,49
179944,B,8,5
179989,B,8,50
179990,B,8,51
179991,B,8,52
179992,B,8,53
179993,B,8,54
179994,B,8,55
179995,B,8,56
179996,B,8,57
179997,B,8,58
179998,B,8,59
179945,B,8,6
179999,B,8,60
179946,B,8,7
179947,B,8,8
179948,B,8,9
180000,B,9,1
180009,B,9,10
180010,B,9,11
180011,B,9,12
180012,B,9,13
180013,B,9,14
180014,B,9,15
180015,B,9,16
180016,B,9,17
180017,B,9,18
180018,B,9,19
180001,B,9,2
180019,B,9,20
180020,B,9,21
180021,B,9,22
180022,B,9,23
180023,B,9,24
180024,B,9,25
180025,B,9,26
180026,B,9,27
180027,B,9,28
180028,B,9,29
180002,B,9,3
180029,B,9,30
180030,B,9,31
180031,B,9,32
180032,B,9,33
180033,B,9,34
180034,B,9,35
180035,B,9,36
180036,B,9,37
180037,B,9,38
180038,B,9,39
180003,B,9,4
180039,B,9,40
180040,B,9,41
180041,B,9,42
180042,B,9,43
180043,B,9,44
180044,B,9,45
180045,B,9,46
180046,B,9,47
180047,B,9,48
180048,B,9,49
180004,B,9,5
180049,B,9,50
180050,B,9,51
180051,B,9,52
180052,B,9,53
180053,B,9,54
180054,B,9,55
180055,B,9,56
180056,B,9,57
180057,B,9,58
180058,B,9,59
180005,B,9,6
180059,B,9,60
180006,B,9,7
180007,B,9,8
180008,B,9,9
180673,C,0,1
180682,C,0,10
180683,C,0,11
180684,C,0,12
180685,C,0,13
180686,C,0,14
180687,C,0,15
180688,C,0,16
180689,C,0,17
180690,C,0,18
180691,C,0,19
180674,C,0,2
180692,C,0,20
180693,C,0,21
180694,C,0,22
180695,C,0,23
180696,C,0,24
180697,C,0,25
180698,C,0,26
180699,C,0,27
180700,C,0,28
180701,C,0,29
180675,C,0,3
180702,C,0,30
180703,C,0,31
180704,C,0,32
180705,C,0,33
180706,C,0,34
180707,C,0,35
180708,C,0,36
180709,C,0,37
180710,C,0,38
180711,C,0,39
180676,C,0,4
180712,C,0,40
180713,C,0,41
180714,C,0,42
180715,C,0,43
180716,C,0,44
180717,C,0,45
180718,C,0,46
180719,C,0,47
180720,C,0,48
180721,C,0,49
180677,C,0,5
180722,C,0,50
180723,C,0,51
180724,C,0,52
180725,C,0,53
180726,C,0,54
180727,C,0,55
180728,C,0,56
180729,C,0,57
180730,C,0,58
180731,C,0,59
180678,C,0,6
180732,C,0,60
180679,C,0,7
180680,C,0,8
180681,C,0,9
180733,C,1,1
180742,C,1,10
180743,C,1,11
180744,C,1,12
180745,C,1,13
180746,C,1,14
180747,C,1,15
180748,C,1,16
180749,C,1,17
180750,C,1,18
180751,C,1,19
180734,C,1,2
180752,C,1,20
180753,C,1,21
180754,C,1,22
180755,C,1,23
180756,C,1,24
180757,C,1,25
180758,C,1,26
180759,C,1,27
180760,C,1,28
180761,C,1,29
180735,C,1,3
180762,C,1,30
180763,C,1,31
180764,C,1,32
180765,C,1,33
180766,C,1,34
180767,C,1,35
180768,C,1,36
180769,C,1,37
180770,C,1,38
180771,C,1,39
180736,C,1,4
180772,C,1,40
180773,C,1,41
180774,C,1,42
180775,C,1,43
180776,C,1,44
180777,C,1,45
180778,C,1,46
180779,C,1,47
180780,C,1,48
180781,C,1,49
180737,C,1,5
180782,C,1,50
180783,C,1,51
180784,C,1,52
180785,C,1,53
180786,C,1,54
180787,C,1,55
180788,C,1,56
180789,C,1,57
180790,C,1,58
180791,C,1,59
180738,C,1,6
180792,C,1,60
180739,C,1,7
180740,C,1,8
180741,C,1,9
174864,C,10,1
174873,C,10,10
174874,C,10,11
174875,C,10,12
174876,C,10,13
174877,C,10,14
174878,C,10,15
174879,C,10,16
174880,C,10,17
174881,C,10,18
174882,C,10,19
174865,C,10,2
174883,C,10,20
174884,C,10,21
174885,C,10,22
174886,C,10,23
174887,C,10,24
174888,C,10,25
174889,C,10,26
174890,C,10,27
174891,C,10,28
174892,C,10,29
174866,C,10,3
174893,C,10,30
174894,C,10,31
174895,C,10,32
174896,C,10,33
174897,C,10,34
174898,C,10,35
174899,C,10,36
174900,C,10,37
174901,C,10,38
174902,C,10,39
174867,C,10,4
174903,C,10,40
174904,C,10,41
174905,C,10,42
174907,C,10,44
174909,C,10,46
174911,C,10,48
174868,C,10,5
174913,C,10,50
174917,C,10,52
174925,C,10,54
174939,C,10,56
174869,C,10,6
174870,C,10,7
174871,C,10,8
174872,C,10,9
176105,C,11,1
176114,C,11,10
176115,C,11,11
176116,C,11,12
176117,C,11,13
176118,C,11,14
176119,C,11,15
176120,C,11,16
176121,C,11,17
176122,C,11,18
176123,C,11,19
176106,C,11,2
176124,C,11,20
176125,C,11,21
176126,C,11,22
176127,C,11,23
176128,C,11,24
176129,C,11,25
176130,C,11,26
176131,C,11,27
176132,C,11,28
176133,C,11,29
176107,C,11,3
176134,C,11,30
176135,C,11,31
176136,C,11,32
176137,C,11,33
176138,C,11,34
176139,C,11,35
176140,C,11,36
176141,C,11,37
176142,C,11,38
176143,C,11,39
176108,C,11,4
176144,C,11,40
176145,C,11,41
176146,C,11,42
176147,C,11,43
176148,C,11,44
176149,C,11,45
176150,C,11,46
176151,C,11,47
176152,C,11,48
176153,C,11,49
176109,C,11,5
176154,C,11,50
176155,C,11,51
176156,C,11,52
176157,C,11,53
176158,C,11,54
176159,C,11,55
176160,C,11,56
176161,C,11,57
176162,C,11,58
176110,C,11,6
176111,C,11,7
176112,C,11,8
176113,C,11,9
176179,C,12,1
176188,C,12,10
176190,C,12,11
176191,C,12,12
176192,C,12,13
176193,C,12,14
176194,C,12,15
176195,C,12,16
176196,C,12,17
176197,C,12,18
176198,C,12,19
176180,C,12,2
176199,C,12,20
176200,C,12,21
176201,C,12,22
176202,C,12,23
176203,C,12,24
176204,C,12,25
176205,C,12,26
176206,C,12,27
176207,C,12,28
176208,C,12,29
176181,C,12,3
176209,C,12,30
176211,C,12,31
176212,C,12,32
176213,C,12,33
176214,C,12,34
176215,C,12,35
176216,C,12,36
176217,C,12,37
176218,C,12,38
176219,C,12,39
176182,C,12,4
176220,C,12,40
176221,C,12,41
176222,C,12,42
176223,C,12,43
176224,C,12,44
176225,C,12,45
176227,C,12,46
176228,C,12,47
176229,C,12,48
176230,C,12,49
176183,C,12,5
176231,C,12,50
176232,C,12,51
176233,C,12,52
176234,C,12,53
176235,C,12,54
176236,C,12,55
176237,C,12,56
176238,C,12,57
176239,C,12,58
176240,C,12,59
176184,C,12,6
176241,C,12,60
176185,C,12,7
176186,C,12,8
176187,C,12,9
176255,C,13,1
176264,C,13,10
176265,C,13,11
176266,C,13,12
176267,C,13,13
176268,C,13,14
176269,C,13,15
176270,C,13,16
176271,C,13,17
176272,C,13,18
176273,C,13,19
176256,C,13,2
176274,C,13,20
176275,C,13,21
176276,C,13,22
176277,C,13,23
176278,C,13,24
176279,C,13,25
176280,C,13,26
176281,C,13,27
176282,C,13,28
176283,C,13,29
176257,C,13,3
176284,C,13,30
176285,C,13,31
176286,C,13,32
176287,C,13,33
176288,C,13,34
176289,C,13,35
176290,C,13,36
176291,C,13,37
176292,C,13,38
176293,C,13,39
176258,C,13,4
176294,C,13,40
176295,C,13,41
176296,C,13,42
176297,C,13,43
176298,C,13,44
176299,C,13,45
176300,C,13,46
176301,C,13,47
176302,C,13,48
176303,C,13,49
176259,C,13,5
176304,C,13,50
176305,C,13,51
176306,C,13,52
176307,C,13,53
176308,C,13,54
176309,C,13,55
176310,C,13,56
176311,C,13,57
176312,C,13,58
176313,C,13,59
176260,C,13,6
176314,C,13,60
176261,C,13,7
176262,C,13,8
176263,C,13,9
174964,C,14,1
175133,C,14,10
175134,C,14,11
175135,C,14,12
175136,C,14,13
175137,C,14,14
175138,C,14,15
175139,C,14,16
175140,C,14,17
175141,C,14,18
175142,C,14,19
174965,C,14,2
175143,C,14,20
175144,C,14,21
175145,C,14,22
175146,C,14,23
175147,C,14,24
175148,C,14,25
175149,C,14,26
175150,C,14,27
175151,C,14,28
175152,C,14,29
174966,C,14,3
175153,C,14,30
175154,C,14,31
175155,C,14,32
175156,C,14,33
175157,C,14,34
175158,C,14,35
175159,C,14,36
175160,C,14,37
175161,C,14,38
175162,C,14,39
174967,C,14,4
175163,C,14,40
175164,C,14,41
175165,C,14,42
175166,C,14,43
175167,C,14,44
175168,C,14,45
175169,C,14,46
175170,C,14,47
175171,C,14,48
175172,C,14,49
174968,C,14,5
175173,C,14,50
175174,C,14,51
175175,C,14,52
175176,C,14,53
175177,C,14,54
175178,C,14,55
175179,C,14,56
175180,C,14,57
175181,C,14,58
175182,C,14,59
174969,C,14,6
175183,C,14,60
174970,C,14,7
174971,C,14,8
175132,C,14,9
175184,C,15,1
175193,C,15,10
175194,C,15,11
175195,C,15,12
175196,C,15,13
175197,C,15,14
175198,C,15,15
175199,C,15,16
175200,C,15,17
175201,C,15,18
175202,C,15,19
175185,C,15,2
175203,C,15,20
175204,C,15,21
175205,C,15,22
175206,C,15,23
175207,C,15,24
175208,C,15,25
175209,C,15,26
175210,C,15,27
175211,C,15,28
175212,C,15,29
175186,C,15,3
175213,C,15,30
175214,C,15,31
175215,C,15,32
175216,C,15,33
175217,C,15,34
175218,C,15,35
175219,C,15,36
175220,C,15,37
175221,C,15,38
175226,C,15,39
175187,C,15,4
175227,C,15,40
175228,C,15,41
175229,C,15,42
175230,C,15,43
175231,C,15,44
175232,C,15,45
175233,C,15,46
175239,C,15,47
175240,C,15,48
175241,C,15,49
175188,C,15,5
175242,C,15,50
175243,C,15,51
175244,C,15,52
175245,C,15,53
175246,C,15,54
175250,C,15,55
175251,C,15,56
175252,C,15,57
175253,C,15,58
175254,C,15,59
175189,C,15,6
175255,C,15,60
175190,C,15,7
175191,C,15,8
175192,C,15,9
175256,C,16,1
175289,C,16,10
175290,C,16,11
175291,C,16,12
175292,C,16,13
175293,C,16,14
175294,C,16,15
175295,C,16,16
175368,C,16,17
